"Obsolète","Code terrain","Toponyme","Type","Date creation","Dernière modification","Date validation","Position","Latitude","Longitude","Altitude","Consignes","Nombre de pistes","Nature première piste","Axe préférentiel première piste","Largeur première piste","Longueur première piste","Orientation première piste","Nature deuxième piste","Axe préférentiel deuxième piste","Largeur deuxième piste","Longueur deuxième piste","Orientation deuxième piste","Radio","Carburant","Facilités","Facilités en clair","Email de contact","Téléphone","Informations complémentaires"
"","LF3132","Cap de Pouy","AltiSurface en service ","8/03/2011","24/02/2016","29/02/2016","42.784722, 0.5449999999999591","N 42 47 05","E 000 32 42","5905 ft","Altisurface pente moyenne 15%, située en limite et sur la commune de Castillon-de-Lamboust. Altisurface utilisable en toutes saisons : sur sol naturel (en mauvais état). ","1","herbe","","","","'14-32","herbe","","","","'Inconnue","","","","","","+33 5 61 79 00 48","Avion : Qualification Montagne requise.ULM : libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF3133","Honteyde","AltiSurface en service ","8/03/2011","16/12/2015","20/12/2015","42.83621890727138, 0.502763806220969","N 42 50 10","E 000 30 10","6234 ft","Partle ouest de l'altisurface à ne pas utiliser sur roues. Skis only.Pente moyenne 14% Piste balisée de environ 200m x 20 m QFU 90° tracée côté est printemps 2014. Merci aux bénévoles de l'APPM. Beau boulot !Nombreux trous laissés par les sangliers.","1","neige","'09","20","200","'09-27","herbe","","","","'Inconnue","","","","","danielserres@sfr.fr","+33 6 88 23 79 26","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF3134","L'Isle en Dodon","Aérodrome Privé Ouvert aux ULM","26/07/2011","5/03/2016","8/03/2016","43.380770081647, 0.851590633392334","N 43 22 51","E 000 51 06","918 ft","Tour de piste au nord.Colline (985 ft) constituant un obstacle important côté est.L'activité de la zone R46 au-dessus est connue de Toulouse Info sur 121,25, ou Muret Twr sur 123,20","1","dur","'11","30","786","'11-29","herbe","","","","'Inconnue","123.5","Aucun","","","","+33 5 61 88 60 10","Cet aérodrome n'est accessible qu'aux pilotes dûment autorisés par Mr Périé, que ce soit en avion ou en ULM."
"","LF3135","Saint Félix Lauragais","Aérodrome Privé Interdit aux ULM Autorisation OBLIGATOIRE ","8/03/2011","20/12/2015","28/12/2015","43.438489140469, 1.90884714550441","N 43 26 19","E 001 54 32","712 ft","La propriétaire des lieux ne tient pas à recevoir des visiteurs, ceci pour préserver la quiétude du site et garder des relations de bons voisinage. Merci de respecter cette volonté.","1","herbe","","20","500","'13-31","herbe","","","","'Inconnue","","","","","","+33 5 61 20 22 25",""
"","LF3136","Gardouch","Base ULM Autorisation OBLIGATOIRE ","19/09/2011","25/12/2015","8/02/2016","43.401570973732, 1.6865193843841553","N 43 24 06","E 001 41 11","564 ft","Site à 150 m au Nord de l'autoroute A 61Tours de piste côté Nord-Est.","1","herbe","'30","30","350","'12-30","herbe","","","","'Inconnue","","","","","chassonnerie@free.fr","+33 5 61 27 00 24",""
"","LF3137","Cier de Riviere","Aérodrome Privé Ouvert aux ULM","8/03/2011","25/12/2015","8/02/2016","43.067858372758, 0.6285469893798563","N 43 04 04","E 000 37 43","1312 ft","Eviter le bruit sur les villages voisins, merci.Piste bordée sur les quatre côtés de pieux de clôtures en bois très massif.Toute sortie de piste induit une casse non négligeable","1","herbe","","20","550","'09-27","herbe","","","","'Inconnue","123.5","Aucun","","","","+33 5 61 95 54 08","Ce terrain a un statut d'aérodrome privé, et aucune liste de pilotes autorisés n'est déposée en Préfecture.Il n'y a donc aucun pilote extérieur qui soit officiellement autorisé."
"","LF3138","Bacanères","AltiSurface en service ","8/03/2011","25/02/2016","29/02/2016","42.838057981119, 0.6586401441362568","N 42 50 17","E 000 39 31","6532 ft","Atterrissage en 12, décollage en 27.S'annoncer au préalable sur 123.5","1","neige","","25","250","'12-30","herbe","","","","'Inconnue","123.5","","","","","+33 5 61 79 00 48","Avions : Qualification montagne requise.Libre d'accès pour les ULM.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF3140","Villematier","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","25/12/2015","25/04/2017","43.82717363233812, 1.4897735635070148","N 43 49 38","E 001 29 23","354 ft","Sous la CTR Toulouse (jusqu'à 2000 ft AMSL), la limite se situe approximativement à l'est de la rivière Tarn. Pour poser : piste bien drainée. Éviter les parties non tondues (impraticables).","1","herbe","","","330","'15-33","herbe","","","","'Inconnue","","","","","jrbrener@gmail.com","+33 6 78 78 69 61",""
"","LF3151","Le Fousseret","Base ULM ouverte tous types","8/03/2011","23/11/2017","25/11/2017","43.26895573924584, 1.0539911270141147","N 43 16 08","E 001 03 14","820 ft","Tour de piste au Sud. Turbulence par vent de sud-est (vent d'Autan)  Piste située sous la zone réglementée LF-R46 : pensez à vérifier si la zone est activePiste parfois inondée par fortes pluies, les flaques sont peu visibles en vol.","1","herbe","","40","380","'10-28","herbe","","","","'Inconnue","Auto info 123.5","Sur demande","5","Camping possible","lesailesfousseretoises@gmail.com","+33 9 80 87 77 63","Piste située à 1,5km du village du Fousseret.Camping possible sur place  (eau, EDF, sur demande)Carburant sur demande préalable.Période de chasse 'octobre et novembre la matinée' Voir le club pour plus d'information"
"","LF3153","Balesta Nature","AltiSurface. Contact préalable impératif.","8/03/2011","10/12/2016","12/12/2016","43.15324317242788, 0.994999050262436","N 43 09 12","E 000 59 42","1394 ft","Atterrissage en 01, décollage en 19. La piste est réservée aux pilotes membres de l'AFPM ou de l'APPM, qualifiés Montagne et aux ULM.","1","herbe","'01","","500","'01-19","herbe","","","","'Inconnue","","Aucun","","","","+33 6 77 10 30 60","Préavis obligatoire auprès de Mr Joubetél : 06 77 10 30 60"
"","LF3154","Labastide St Sernin ","Base ULM Accès privé","8/03/2011","15/12/2015","18/12/2015","43.73349715526795, 1.4596976931152472","N 43 44 01","E 001 27 35","500 ft","PPR recommandée. Plateforme ULM privée. Un bois en bout de piste coté sud, des sapinettes côté nord avec des lignes électriques pas loin, atterrissage sans problèmes pour les autogires, mais sportif pour les autres types de machines ULM !","1","herbe","","25","150","'18-36","herbe","","","","'Inconnue","","","","","christbonnafous@free.fr","+33 8 71 09 98 17",""
"","LF3155","Marmouzet ","Aérodrome Privé Ouvert aux ULM","6/09/2011","25/12/2015","8/02/2016","43.24542202010561, 1.2316666666666833","N 43 14 44","E 001 13 54","1050 ft","Ce terrain, de type altisurface, est très en pente (10%) entre le haut (seuil 05) à 320m et le bas à 290m (seuil 23).De ce fait, il est obligatoire d'atterrir en 23, et de décoller en 05Il est donc déconseillé lorsqu'il y a du vent.","1","herbe","'23","","300","'05-23","herbe","","","","'Inconnue","","","","","frederic.thomas@alsatis.net","+33 5 61 87 61 99","La photo ci-dessous a été prise en direction de l'Ouest. Aérodrome situé sous la LF-R46 (800' à 1500'agl)."
"","LF3156","Le Tucoulet","Base ULM Autorisation OBLIGATOIRE ","1/08/2011","25/12/2015","8/02/2016","43.201226427091, 0.5474066734313965","N 43 12 04","E 000 32 51","1627 ft","La Lande de Balesta.","1","herbe","","40","240","'17-35","herbe","","","","'Inconnue","auto-info 123.5","","","","ulm.nicolas@free.fr","+33 6 81 01 52 40","Gérald et Kakine seront heureux de vous accueillir (10 mois/12 7j/7) dans leur gîte d'étapes de rêves au pied des Pyrénées, sauf en décembre et en janvier. Halte agréable au pied du Pic du Midi. Tout est prévu pour votre confort (capacité 12 personnes) et pour la sécurité de vos chères machines volantes (pendulaires, 3 axes, autogires)."
"","LF3157","Le Burgaud","Base ULM Autorisation OBLIGATOIRE ","8/12/2012","25/12/2015","14/10/2017","43.81575135056462, 1.1400414466858138","N 43 48 57","E 001 08 24","600 ft","intégration classique, au posé, turbulences possibles mi piste par vent traversier d'ouest","1","herbe","'14","50","400","'14-32","herbe","","","","'Inconnue","Auto-info 123.5","","","invalid","","+33 6 89 59 96 53","Activité AEM n°[en cours d'attribution] sur site, plafond 500ft ASFC"
"","LF3158","Gibel","Base ULM ouverte tous types","11/05/2014","25/12/2015","8/02/2016","43.30127626838529, 1.7024945449828692","N 43 18 05","E 001 42 09","980 ft","Terrain à caractère d'altisurface, pente prononcée, montant au QFU 30.","1","herbe","'30","15","255","'12-30","herbe","","","","'Inconnue","","Aucun","","","","+33 4 68 60 61 49","La manche à air est située derrière le hangar, elle est donc invisible depuis la piste ou l'aire de stationnement."
"","LF3159","Molas","Aérodrome Privé Ouvert aux ULM","23/09/2014","25/12/2015","8/02/2016","43.416726772944, 0.7536960767109804","N 43 25 00","E 000 45 13","862 ft","Terrain à caractéristique d'altisurface, atterrissage face à l'ouest seulement. Colline dans la finale, ligne haute tension le long du terrain coté sud. Remise de gaz impossible après le toucher des roues.Eviter après les pluies (sol mou).","1","herbe","'28","20","300","'10-28","herbe","","","","'Inconnue","","Aucun","4","Gîte à proximité","de.leener@wanadoo.fr","+33 6 88 61 34 54","Le propriétaire, Mr Schwachhofer, tient un gîte à environ 1 kilomètre.Demander son autorisation par téléphone ou mail.attention !!! l'image satellite google earth date de 2008 et la piste est invisible "
"","LF3160","Carbonne","HydroSurface Réglementé Ouvert aux ULM  Utilisation EPISODIQUE ","27/08/2015","28/02/2016","29/02/2016","43.27918767943, 1.1921106084187159","N 43 16 45","E 001 11 32","709 ft","","1","eau","","20","970","'09-27","herbe","","","","'Inconnue","123.5","","6,4,5","Restauration à proximité, Gîte à proximité, Camping possible","aquitaine.hydravion@orange.fr","+33 6 08 92 41 64","Usage occasionnel, réservé aux participants de manifestations aériennes, interdit le reste du temps.Contacter le gestionnaire pour plus d'information."
"","LF3161","Saint Féréol","HydroSurface Réglementé Ouvert aux ULM  Utilisation EPISODIQUE ","27/08/2015","28/02/2016","29/02/2016","43.436944444444, 2.02555555555557","N 43 26 13","E 002 01 32","1148 ft","","1","eau","","20","990","'10-28","herbe","","","","'Inconnue","","","6,4,5","Restauration à proximité, Gîte à proximité, Camping possible","aquitaine.hydravions@orange.fr","+33 6 08 92 41 64","Usage occasionnel, réservé aux participants de manifestations aériennes, interdit le reste du temps.Contacter le gestionnaire pour plus d'information.Vérifier auprès du gestionnaire si hauteur eau suffisante pour exploitation."
"","LF3162","Cox","Base ULM Accès privé","12/05/2016","28/05/2016","30/05/2016","43.762805555556, 1.0510833333332812","N 43 45 46","E 001 03 04","940 ft","Arbres près du seuil 28 générant des turbulences par vent d'ouest","1","herbe","'28","15","280","'10-28","herbe","","","","'Inconnue","","Aucun","","","","+33 6 79 67 00 98","L'entretien et le fauchage sont très irréguliers.Se renseigner sur l'état de la piste."
"","LF3163","Girosp","AltiSurface. Contact préalable impératif.","4/09/2016","11/09/2016","13/09/2016","43.021666666667, 0.779166666666697","N 43 01 18","E 000 46 45","1870 ft","Tour de piste au nord.Se renseigner sur l'état du terrain auprès de Mr Daspet, avant toute utilisation.Atterrissage possible en 27 seulement.Clôture de 1.10m au seuil de piste et coté nord.Pente moyenne 11 %.","1","herbe","'27","20","210","'09-27","herbe","","","","'Inconnue","130.00","Aucun","","","g.daspet2@orange.fr","+33 6 60 65 89 89","Imprimer la fiche jointe, et l'avoir avec soi à bord.Pilotes avion : qualification Montagne obligatoire.Pilotes ULM : libre d'accès."
"","LF3221","Bretagne d'Armagnac","Aérodrome Privé Ouvert aux ULM","25/06/2011","29/03/2016","31/03/2016","43.892356774911, 0.14556884765625","N 43 53 32","E 000 08 44","419 ft","Seuil décalé de 50 mètres en QFU 14Verticale à 800 ft solTDP à 600 ft sol, main gauche QFU 32, main droite QFU 14Taxiway sur piste.En octobre et novembre, éviter le survol du bois au nord (palombières)","1","herbe","","25","750","'14-32","herbe","","","","'Inconnue","auto-info 123.5","Prévenir","6,2,4,5","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","ulmbredac@yahoo.fr","+33 6 71 58 21 74","PPR, (autorisation préalable obligatoire) ULM et AvionsRestaurant du Golf de Guinlet à proximitéBungalows et camping à proximité"
"oui","LF3223","Miradoux","Base ULM fermée définitivement","8/03/2011","8/03/2011","10/12/2013","43.981667, .752778","N 43 58 54","E 000 45 10","","Cette plateforme n'existe plus aux dires de son créateur, elle à éte déclassée officiellement et ne pourrait servir que de terrain de fortune en cas d'avarie moteur","1","herbe","","","490","'Inconnue","","","","","","","","","","","",""
"","LF3225","Biran","Base ULM Privé Avec Restrictions Autorisation OBLIGATOIRE ","16/06/2011","29/05/2017","30/05/2017","43.67758267264, 0.4085721150665904","N 43 40 39","E 000 24 31","669 ft","Terrain situé sur le sommet d'une colline.","1","herbe","'07","30","560","'07-25","herbe","","","","'Inconnue","123.5","","","","","+33 5 62 64 62 27","Le propriétaire ne souhaite aucune visite.Cette plate-formee n'est donc utilisable qu'en cas de panne ou d'urgence."
"","LF3226","Berdoues","Aérodrome Privé Ouvert aux ULM","8/03/2011","12/03/2016","14/03/2016","43.470664779481, 0.3892022169188749","N 43 28 14","E 000 23 21","665 ft","AUTORISATION PRÉALABLE OBLIGATOIREINTERDICTION de faire des tours de piste et de l'écolageEn raison de la R46G Tour de piste 700ftAD réservé aux ACFT munis de radioTour de piste main gauche, ne pas survoler les élevages de canards ","1","dur","'26","18","760","'08-26","herbe","","","","'Inconnue","Auto info 123.5","","3,2,4","Restauration sur place, Hangar possible, Gîte à proximité","","+33 6 75 44 42 12","gites sur le Terrain Aéro-Club Mirandais infos@aeroclub-mirandais.org Tél. (+33) 06 13 20 34 32Fax  (+33) 05 62 66 83 58"
"","LF3227","Manent Montane","Aérodrome Privé Ouvert aux ULM","25/07/2011","11/02/2017","13/02/2017","43.347004120017, 0.6108784675598145","N 43 20 49","E 000 36 39","1001 ft","piste montante 4% en 29par vent de Nord ou Nord-ouest, attention aux rouleaux en seuil 29Ligne téléphonique en bordure route","1","herbe","'29","20","500","'11-29","herbe","","","","'Inconnue","auto-info 123.5","","4","Gîte à proximité","rouge.rouge@wanadoo.fr","+33 6 30 20 65 31","Piste montante de 4% d'est en ouest donc atterrissage en 29Par vent de nord ou nord-ouest, attention aux rouleaux au seuil 29 Aérodrome privé PPR Claude Rouget 06.30.20.65.31"
"","LF3228","Duffort","Aérodrome Privé Ouvert aux ULM","8/03/2011","17/12/2015","23/12/2015","43.349594308656, 0.4121294708862706","N 43 20 59","E 000 24 44","290 ft","","1","herbe","","","545","'10-28","herbe","","","","'Inconnue","","","","","","+33 5 62 67 07 16","Instructeur ULM le plus proche : 06 08 81 81 33"
"","LF3229","La Boulouze","Base ULM Privé Avec Restrictions Autorisation OBLIGATOIRE ","8/03/2011","11/03/2017","12/03/2017","43.499097234283916, 1.0187709828032893","N 43 29 57","E 001 01 08","656 ft","Atterrissage en 30 uniquement Décollage en 12 uniquement.Vent AR au Sud (main gauche)","1","herbe","'30","30","200","'12-30","herbe","","","","'Inconnue","néant","non","","","philippeduc9@gmail.com","+33 7 52 62 91 36","Piste en herbe en pente de 8,5%. Caractère d'altisurface.Qualification ou expérience montagne recommandée.Autorisation obligatoire Manche à air à mi-piste coté Nord."
"","LF3230","Saint Elix Theux","Base ULM ouverte tous types","31/07/2011","5/03/2016","7/03/2016","43.437355491109, 0.4541999101638794","N 43 26 14","E 000 27 15","760 ft","pente de 2% montante d'Est en Ouest","1","herbe","'22","20","210","'04-22","herbe","","","","'Inconnue","auto-info 123.5","","","","","",""
"","LF3231","Isle de Noé","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","25/12/2015","15/02/2016","43.592457515357, 0.3950768201293613","N 43 35 33","E 000 23 42","590 ft","Les atterrissages seront effectués vers l'ouest, les décollages vers l'est","1","herbe","'25","40","160","'07-25","herbe","","","","'Inconnue","","","","","","+33 5 62 64 16 29",""
"","LF3232","Idrac Respaillès","Base ULM ouverte tous types","31/07/2011","3/09/2016","31/03/2017","43.51191125937031, 0.43514013290405273","N 43 30 43","E 000 26 07","775 ft","Situé sous la R46 active en semainePente de 5 % au centrePoser de préférence vers l'ouest.Activité régulière modéliste située au nord de la piste, contact radio recommandé.Privilégier TDP au sud","2","herbe","'28","12","250","'10-28","herbe","'28","20","550","'10-28","auto-info 123.5","","6,4","Restauration à proximité, Gîte à proximité","thierry.montegut@libertysurf.fr","+33 6 08 09 43 95","Piste de 250 m : Approche technique pour un multiaxe rapide28 préférentielle (la piste monte de 5% d'est en ouest)Camping de l'Ile du Pont à Mirande (2 km) (05 62 66 64 11)Ferme-auberge La Vielle Etable - 32300 St Médard (5km) (05 62 66 60 38) "
